fare_id,price,currency_type,payment_method,transfers,transfer_duration
527,5.55,USD,1,,
528,5.80,USD,1,,
529,5.30,USD,1,,
530,4.75,USD,1,,
531,4.50,USD,1,,
532,3.85,USD,1,,
533,3.05,USD,1,,
534,2.55,USD,1,,
535,2.55,USD,1,,
536,5.10,USD,1,,
537,5.10,USD,1,,
538,5.10,USD,1,,
539,5.10,USD,1,,
540,5.35,USD,1,,
541,5.40,USD,1,,
542,5.60,USD,1,,
543,5.70,USD,1,,
544,5.85,USD,1,,
545,11.15,USD,1,,
546,6.70,USD,1,,
547,7.65,USD,1,,
548,7.95,USD,1,,
549,6.45,USD,1,,
550,7.30,USD,1,,
551,5.90,USD,1,,
552,6.25,USD,1,,
553,12.35,USD,1,,
554,6.70,USD,1,,
555,5.70,USD,1,,
556,3.55,USD,1,,
557,3.05,USD,1,,
558,2.70,USD,1,,
559,2.55,USD,1,,
560,2.55,USD,1,,
561,2.55,USD,1,,
562,7.55,USD,1,,
563,2.55,USD,1,,
564,2.55,USD,1,,
565,2.55,USD,1,,
566,2.55,USD,1,,
567,2.95,USD,1,,
568,3.55,USD,1,,
569,4.05,USD,1,,
570,4.50,USD,1,,
571,4.85,USD,1,,
572,5.50,USD,1,,
573,5.95,USD,1,,
574,4.45,USD,1,,
575,5.90,USD,1,,
576,6.25,USD,1,,
577,5.55,USD,1,,
578,5.65,USD,1,,
579,5.30,USD,1,,
580,4.75,USD,1,,
581,4.50,USD,1,,
582,3.80,USD,1,,
583,2.55,USD,1,,
584,2.55,USD,1,,
585,2.55,USD,1,,
586,4.80,USD,1,,
587,4.80,USD,1,,
588,4.80,USD,1,,
589,4.80,USD,1,,
590,5.00,USD,1,,
591,5.15,USD,1,,
592,5.45,USD,1,,
593,5.50,USD,1,,
594,5.70,USD,1,,
595,10.85,USD,1,,
596,6.50,USD,1,,
597,7.45,USD,1,,
598,7.80,USD,1,,
599,6.45,USD,1,,
600,7.30,USD,1,,
601,5.75,USD,1,,
602,6.10,USD,1,,
603,12.20,USD,1,,
604,6.55,USD,1,,
605,5.60,USD,1,,
606,3.80,USD,1,,
607,3.35,USD,1,,
608,3.00,USD,1,,
609,2.55,USD,1,,
610,2.55,USD,1,,
611,2.55,USD,1,,
612,2.55,USD,1,,
613,7.55,USD,1,,
614,2.55,USD,1,,
615,2.55,USD,1,,
616,2.55,USD,1,,
617,2.55,USD,1,,
618,3.25,USD,1,,
619,3.75,USD,1,,
620,4.35,USD,1,,
621,4.75,USD,1,,
622,5.40,USD,1,,
623,5.85,USD,1,,
624,4.35,USD,1,,
625,5.80,USD,1,,
626,6.30,USD,1,,
627,5.60,USD,1,,
628,5.55,USD,1,,
629,5.35,USD,1,,
630,4.80,USD,1,,
631,4.60,USD,1,,
632,4.00,USD,1,,
633,3.20,USD,1,,
634,2.55,USD,1,,
635,2.55,USD,1,,
636,4.50,USD,1,,
637,4.50,USD,1,,
638,4.50,USD,1,,
639,4.50,USD,1,,
640,4.75,USD,1,,
641,4.90,USD,1,,
642,5.20,USD,1,,
643,5.40,USD,1,,
644,5.55,USD,1,,
645,10.50,USD,1,,
646,6.40,USD,1,,
647,7.35,USD,1,,
648,7.70,USD,1,,
649,6.50,USD,1,,
650,7.30,USD,1,,
651,5.75,USD,1,,
652,6.10,USD,1,,
653,12.20,USD,1,,
654,6.55,USD,1,,
655,5.60,USD,1,,
656,3.80,USD,1,,
657,3.35,USD,1,,
658,3.00,USD,1,,
659,2.55,USD,1,,
660,2.55,USD,1,,
661,2.55,USD,1,,
662,2.55,USD,1,,
663,2.55,USD,1,,
664,7.55,USD,1,,
665,2.55,USD,1,,
666,2.55,USD,1,,
667,2.55,USD,1,,
668,3.25,USD,1,,
669,3.75,USD,1,,
670,4.35,USD,1,,
671,4.75,USD,1,,
672,5.40,USD,1,,
673,5.85,USD,1,,
674,4.35,USD,1,,
675,5.80,USD,1,,
676,6.30,USD,1,,
677,5.60,USD,1,,
678,5.55,USD,1,,
679,5.35,USD,1,,
680,4.80,USD,1,,
681,4.60,USD,1,,
682,4.00,USD,1,,
683,3.20,USD,1,,
684,2.55,USD,1,,
685,2.55,USD,1,,
686,4.50,USD,1,,
687,4.50,USD,1,,
688,4.50,USD,1,,
689,4.50,USD,1,,
690,4.75,USD,1,,
691,4.90,USD,1,,
692,5.20,USD,1,,
693,5.40,USD,1,,
694,5.55,USD,1,,
695,10.50,USD,1,,
696,6.40,USD,1,,
697,7.35,USD,1,,
698,7.70,USD,1,,
699,6.50,USD,1,,
700,7.30,USD,1,,
701,5.75,USD,1,,
702,6.10,USD,1,,
703,12.20,USD,1,,
704,6.55,USD,1,,
705,5.60,USD,1,,
706,3.80,USD,1,,
707,3.35,USD,1,,
708,3.00,USD,1,,
709,2.55,USD,1,,
710,2.55,USD,1,,
711,2.55,USD,1,,
712,2.55,USD,1,,
713,2.55,USD,1,,
714,2.55,USD,1,,
715,7.55,USD,1,,
716,2.55,USD,1,,
717,2.55,USD,1,,
718,3.25,USD,1,,
719,3.75,USD,1,,
720,4.35,USD,1,,
721,4.75,USD,1,,
722,5.40,USD,1,,
723,5.85,USD,1,,
724,4.35,USD,1,,
725,5.80,USD,1,,
726,6.30,USD,1,,
727,5.60,USD,1,,
728,5.55,USD,1,,
729,5.35,USD,1,,
730,4.80,USD,1,,
731,4.60,USD,1,,
732,4.00,USD,1,,
733,3.20,USD,1,,
734,2.55,USD,1,,
735,2.55,USD,1,,
736,4.50,USD,1,,
737,4.50,USD,1,,
738,4.50,USD,1,,
739,4.50,USD,1,,
740,4.75,USD,1,,
741,4.90,USD,1,,
742,5.20,USD,1,,
743,5.40,USD,1,,
744,5.55,USD,1,,
745,10.50,USD,1,,
746,6.40,USD,1,,
747,7.35,USD,1,,
748,7.70,USD,1,,
749,6.50,USD,1,,
750,7.30,USD,1,,
751,6.15,USD,1,,
752,6.50,USD,1,,
753,12.60,USD,1,,
754,6.90,USD,1,,
755,5.25,USD,1,,
756,4.20,USD,1,,
757,3.95,USD,1,,
758,3.60,USD,1,,
759,3.15,USD,1,,
760,3.00,USD,1,,
761,2.80,USD,1,,
762,2.55,USD,1,,
763,2.55,USD,1,,
764,2.55,USD,1,,
765,2.55,USD,1,,
766,7.55,USD,1,,
767,2.55,USD,1,,
768,2.55,USD,1,,
769,3.15,USD,1,,
770,3.75,USD,1,,
771,4.35,USD,1,,
772,5.05,USD,1,,
773,5.50,USD,1,,
774,3.75,USD,1,,
775,5.45,USD,1,,
776,6.50,USD,1,,
777,5.80,USD,1,,
778,5.90,USD,1,,
779,5.55,USD,1,,
780,5.00,USD,1,,
781,4.80,USD,1,,
782,4.30,USD,1,,
783,3.60,USD,1,,
784,2.60,USD,1,,
785,2.55,USD,1,,
786,5.10,USD,1,,
787,5.10,USD,1,,
788,5.10,USD,1,,
789,5.10,USD,1,,
790,5.35,USD,1,,
791,5.50,USD,1,,
792,5.65,USD,1,,
793,5.75,USD,1,,
794,5.95,USD,1,,
795,10.50,USD,1,,
796,6.05,USD,1,,
797,7.00,USD,1,,
798,7.35,USD,1,,
799,6.70,USD,1,,
800,7.55,USD,1,,
801,6.40,USD,1,,
802,6.75,USD,1,,
803,12.85,USD,1,,
804,7.15,USD,1,,
805,5.00,USD,1,,
806,4.50,USD,1,,
807,4.20,USD,1,,
808,4.00,USD,1,,
809,3.60,USD,1,,
810,3.40,USD,1,,
811,3.20,USD,1,,
812,2.95,USD,1,,
813,2.55,USD,1,,
814,2.55,USD,1,,
815,2.55,USD,1,,
816,2.55,USD,1,,
817,7.55,USD,1,,
818,2.55,USD,1,,
819,2.55,USD,1,,
820,3.35,USD,1,,
821,3.95,USD,1,,
822,4.80,USD,1,,
823,5.25,USD,1,,
824,3.35,USD,1,,
825,5.20,USD,1,,
826,6.75,USD,1,,
827,6.05,USD,1,,
828,6.15,USD,1,,
829,5.80,USD,1,,
830,5.25,USD,1,,
831,5.05,USD,1,,
832,4.60,USD,1,,
833,4.05,USD,1,,
834,3.00,USD,1,,
835,2.85,USD,1,,
836,5.50,USD,1,,
837,5.50,USD,1,,
838,5.50,USD,1,,
839,5.50,USD,1,,
840,5.65,USD,1,,
841,5.75,USD,1,,
842,5.90,USD,1,,
843,6.00,USD,1,,
844,6.20,USD,1,,
845,7.95,USD,1,,
846,5.80,USD,1,,
847,6.75,USD,1,,
848,7.05,USD,1,,
849,6.95,USD,1,,
850,7.80,USD,1,,
851,6.75,USD,1,,
852,7.10,USD,1,,
853,13.20,USD,1,,
854,7.55,USD,1,,
855,4.65,USD,1,,
856,4.90,USD,1,,
857,4.60,USD,1,,
858,4.40,USD,1,,
859,4.15,USD,1,,
860,4.05,USD,1,,
861,3.85,USD,1,,
862,3.55,USD,1,,
863,3.25,USD,1,,
864,3.25,USD,1,,
865,3.25,USD,1,,
866,2.55,USD,1,,
867,2.55,USD,1,,
868,7.55,USD,1,,
869,2.55,USD,1,,
870,2.55,USD,1,,
871,3.35,USD,1,,
872,4.30,USD,1,,
873,4.85,USD,1,,
874,2.55,USD,1,,
875,4.80,USD,1,,
876,7.10,USD,1,,
877,6.45,USD,1,,
878,6.55,USD,1,,
879,6.15,USD,1,,
880,5.65,USD,1,,
881,5.45,USD,1,,
882,5.00,USD,1,,
883,4.45,USD,1,,
884,3.60,USD,1,,
885,3.50,USD,1,,
886,5.95,USD,1,,
887,5.95,USD,1,,
888,5.95,USD,1,,
889,5.95,USD,1,,
890,6.05,USD,1,,
891,6.10,USD,1,,
892,6.30,USD,1,,
893,6.40,USD,1,,
894,6.55,USD,1,,
895,10.50,USD,1,,
896,5.40,USD,1,,
897,6.35,USD,1,,
898,6.70,USD,1,,
899,7.35,USD,1,,
900,8.15,USD,1,,
901,7.10,USD,1,,
902,7.45,USD,1,,
903,13.55,USD,1,,
904,7.85,USD,1,,
905,2.55,USD,1,,
906,5.20,USD,1,,
907,4.90,USD,1,,
908,4.70,USD,1,,
909,4.45,USD,1,,
910,4.40,USD,1,,
911,4.25,USD,1,,
912,4.05,USD,1,,
913,3.75,USD,1,,
914,3.75,USD,1,,
915,3.75,USD,1,,
916,3.15,USD,1,,
917,2.55,USD,1,,
918,2.55,USD,1,,
919,7.55,USD,1,,
920,2.55,USD,1,,
921,2.55,USD,1,,
922,2.55,USD,1,,
923,2.55,USD,1,,
924,2.55,USD,1,,
925,2.55,USD,1,,
926,7.45,USD,1,,
927,6.75,USD,1,,
928,6.85,USD,1,,
929,6.50,USD,1,,
930,5.95,USD,1,,
931,5.75,USD,1,,
932,5.25,USD,1,,
933,4.80,USD,1,,
934,4.05,USD,1,,
935,4.00,USD,1,,
936,6.25,USD,1,,
937,6.25,USD,1,,
938,6.25,USD,1,,
939,6.25,USD,1,,
940,6.35,USD,1,,
941,6.40,USD,1,,
942,6.60,USD,1,,
943,6.70,USD,1,,
944,6.90,USD,1,,
945,10.50,USD,1,,
946,5.10,USD,1,,
947,6.05,USD,1,,
948,6.40,USD,1,,
949,7.65,USD,1,,
950,8.45,USD,1,,
951,7.45,USD,1,,
952,7.80,USD,1,,
953,13.90,USD,1,,
954,8.25,USD,1,,
955,4.65,USD,1,,
956,5.55,USD,1,,
957,5.30,USD,1,,
958,5.05,USD,1,,
959,4.85,USD,1,,
960,4.75,USD,1,,
961,4.65,USD,1,,
962,4.50,USD,1,,
963,4.35,USD,1,,
964,4.35,USD,1,,
965,4.35,USD,1,,
966,3.75,USD,1,,
967,3.35,USD,1,,
968,2.55,USD,1,,
969,2.55,USD,1,,
970,7.55,USD,1,,
971,2.55,USD,1,,
972,2.55,USD,1,,
973,2.55,USD,1,,
974,2.55,USD,1,,
975,4.90,USD,1,,
976,7.80,USD,1,,
977,7.10,USD,1,,
978,7.20,USD,1,,
979,6.85,USD,1,,
980,6.30,USD,1,,
981,6.15,USD,1,,
982,5.65,USD,1,,
983,5.15,USD,1,,
984,4.50,USD,1,,
985,4.45,USD,1,,
986,6.65,USD,1,,
987,6.65,USD,1,,
988,6.65,USD,1,,
989,6.65,USD,1,,
990,6.75,USD,1,,
991,6.80,USD,1,,
992,7.00,USD,1,,
993,7.10,USD,1,,
994,7.25,USD,1,,
995,11.30,USD,1,,
996,4.75,USD,1,,
997,5.70,USD,1,,
998,6.00,USD,1,,
999,8.00,USD,1,,
1000,8.85,USD,1,,
1001,7.85,USD,1,,
1002,8.20,USD,1,,
1003,14.30,USD,1,,
1004,8.60,USD,1,,
1005,5.05,USD,1,,
1006,5.95,USD,1,,
1007,5.70,USD,1,,
1008,5.45,USD,1,,
1009,5.20,USD,1,,
1010,5.15,USD,1,,
1011,5.05,USD,1,,
1012,4.85,USD,1,,
1013,4.75,USD,1,,
1014,4.75,USD,1,,
1015,4.75,USD,1,,
1016,4.35,USD,1,,
1017,3.95,USD,1,,
1018,3.35,USD,1,,
1019,2.55,USD,1,,
1020,2.55,USD,1,,
1021,7.55,USD,1,,
1022,2.55,USD,1,,
1023,2.55,USD,1,,
1024,3.45,USD,1,,
1025,5.25,USD,1,,
1026,8.20,USD,1,,
1027,7.50,USD,1,,
1028,7.60,USD,1,,
1029,7.25,USD,1,,
1030,6.70,USD,1,,
1031,6.50,USD,1,,
1032,6.05,USD,1,,
1033,5.55,USD,1,,
1034,4.85,USD,1,,
1035,4.85,USD,1,,
1036,7.00,USD,1,,
1037,7.00,USD,1,,
1038,7.00,USD,1,,
1039,7.00,USD,1,,
1040,7.10,USD,1,,
1041,7.20,USD,1,,
1042,7.40,USD,1,,
1043,7.45,USD,1,,
1044,7.65,USD,1,,
1045,11.90,USD,1,,
1046,2.55,USD,1,,
1047,5.30,USD,1,,
1048,5.60,USD,1,,
1049,8.40,USD,1,,
1050,9.25,USD,1,,
1051,8.50,USD,1,,
1052,8.85,USD,1,,
1053,14.95,USD,1,,
1054,9.25,USD,1,,
1055,5.70,USD,1,,
1056,6.60,USD,1,,
1057,6.30,USD,1,,
1058,6.10,USD,1,,
1059,5.85,USD,1,,
1060,5.80,USD,1,,
1061,5.70,USD,1,,
1062,5.50,USD,1,,
1063,5.40,USD,1,,
1064,5.40,USD,1,,
1065,5.40,USD,1,,
